Code,Name,Category Code,Unit,Cost,Member Price,Non Member Price,Alert Quantity,HSN/SAC,Pers, Tax Rate Name,Tax Method,Track Quantity,Type,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
F1111,Full Back Polish,WOMEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,BODY TREATMENT(FEMALE),,,,,,,
F1112,Back & Neck ,WOMEN,1,0,590,655,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(FEMALE),,,,,,,
F1113,Full Hand ,WOMEN,1,0,365,405,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(FEMALE),,,,,,,
F1114,Half Legs,WOMEN,1,0,550,605,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(FEMALE),,,,,,,
F1115,Feet ,WOMEN,1,0,300,350,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(FEMALE),,,,,,,
F1116,Eyebrow,WOMEN,1,0,40,55,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1117,Upperlip,WOMEN,1,0,40,55,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1118,Chin,WOMEN,1,0,45,65,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1119,Forehead,WOMEN,1,0,45,65,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1120,Cheek,WOMEN,1,0,60,75,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1121,Sides,WOMEN,1,0,100,125,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1122,Full face,WOMEN,1,0,190,230,0,999721,Nos,GST18,inclusive,0,service,THREADING(FEMALE),,,,,,,
F1123,Half arms,WOMEN,1,0,200,235,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1124,Full arms,WOMEN,1,0,250,295,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1125,Under Arms,WOMEN,1,0,100,140,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1126,Half leg,WOMEN,1,0,295,345,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1127,Full leg,WOMEN,1,0,355,410,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1128,Full face,WOMEN,1,0,220,260,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1129,Lower back/Upper Back/midriff,WOMEN,1,0,380,450,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1130,Full Back,WOMEN,1,0,520,605,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1131,Full Body,WOMEN,1,0,1895,2185,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1132,Bikni Line,WOMEN,1,0,300,350,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1133,Full Bikni,WOMEN,1,0,1100,1200,0,999721,Nos,GST18,inclusive,0,service,CLASSIC WAXING(FEMALE),,,,,,,
F1134,Half arms,WOMEN,1,0,370,450,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1135,Full arms,WOMEN,1,0,455,545,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1136,Half leg,WOMEN,1,0,535,650,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1137,Full leg,WOMEN,1,0,645,780,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1138,Under arms,WOMEN,1,0,160,200,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1139,Upper lip/Fore head/Chin,WOMEN,1,0,100,125,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1140,Face-Sides,WOMEN,1,0,140,165,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1141,Full Face,WOMEN,1,0,385,470,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1142,Lower back/Upper Back/Midriff,WOMEN,1,0,675,805,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1143,Full body,WOMEN,1,0,3320,3985,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1144,Bikni Line,WOMEN,1,0,400,450,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1145,Full Bikni,WOMEN,1,0,1700,1850,0,999721,Nos,GST18,inclusive,0,service,FLAVOURED WAXING(FEMALE),,,,,,,
F1146,"Cut ,File ",WOMEN,1,0,150,180,0,999722,Nos,GST18,inclusive,0,service,PEDICURES(FEMALE),,,,,,,
F1147,Regular Pedicure ,WOMEN,1,0,490,575,0,999722,Nos,GST18,inclusive,0,service,PEDICURES(FEMALE),,,,,,,
F1148,Paraffin Pedicure,WOMEN,1,0,600,715,0,999722,Nos,GST18,inclusive,0,service,PEDICURES(FEMALE),,,,,,,
F1149,Chocolate Foot Spa(Rose.aloevera.strawberry),WOMEN,1,0,775,915,0,999722,Nos,GST18,inclusive,0,service,SPA PEDICURES(FEMALE),,,,,,,
F1150,Crystal Crush Pedicure (Rose.aloevera.strawberry),WOMEN,1,0,830,975,0,999722,Nos,GST18,inclusive,0,service,SPA PEDICURES(FEMALE),,,,,,,
F1151,Ice Cream Signature Pedicure ,WOMEN,1,0,950,1145,0,999722,Nos,GST18,inclusive,0,service,PREMIUM PEDICURE (FEMALE),,,,,,,
F1152,Heel-Peel Treatment,WOMEN,1,0,2550,2995,0,999721,Nos,GST18,inclusive,0,service,TREATMENT(FEMALE),,,,,,,
F1153,Regular Manicure,WOMEN,1,0,360,400,0,999722,Nos,GST18,inclusive,0,service,MANICURES(FEMALE),,,,,,,
F1154,Paraffin Manicure,WOMEN,1,0,430,470,0,999722,Nos,GST18,inclusive,0,service,MANICURES(FEMALE),,,,,,,
F1155,"Crystal Crush Manicure (Rose,Aloe Vera, Chocolate & Strawberry)",WOMEN,1,0,800,950,0,999722,Nos,GST18,inclusive,0,service,SPA MANICURES(FEMALE),,,,,,,
F1156,Ice Cream Signature Manicure,WOMEN,1,0,900,1045,0,999722,Nos,GST18,inclusive,0,service,PREMIUM MANICURE(FEMALE),,,,,,,
M1001,Hair Cut,MEN,1,0,210,250,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1002,Shave,MEN,1,0,100,120,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1003,Advance - Hair cut,MEN,1,0,300,350,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1004,Beard Trim,MEN,1,0,100,120,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1005,Beard Styling,MEN,1,0,140,160,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1006,Hair Wash,MEN,1,0,100,120,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1007,Head Shave,MEN,1,0,250,300,0,999721,Nos,GST18,inclusive,0,service,HAIR CUTS & STYLING(MEN),,,,,,,
M1008,Trendy Kid Hair cut (below 10 years ),KIDS,1,0,180,200,0,999721,Nos,GST18,inclusive,0,service,KIDS(MEN),,,,,,,
M1009,Moustache colouring,MEN,1,0,130,150,0,999721,Nos,GST18,inclusive,0,service,HAIR COLOURING(MEN),,,,,,,
M1010,Beard colouring ,MEN,1,0,300,350,0,999721,Nos,GST18,inclusive,0,service,HAIR COLOURING(MEN),,,,,,,
M1011,Global  hair colouring,MEN,1,0,850,950,0,999721,Nos,GST18,inclusive,0,service,HAIR COLOURING(MEN),,,,,,,
M1012,Moustache colouring,MEN,1,0,150,180,0,999721,Nos,GST18,inclusive,0,service,PREMIUM HAIR COLOURING-AMMONIA FREE(MEN),,,,,,,
M1013,Beard colouring ,MEN,1,0,400,450,0,999721,Nos,GST18,inclusive,0,service,PREMIUM HAIR COLOURING-AMMONIA FREE(MEN),,,,,,,
M1014,Premium Hair colouring,MEN,1,0,950,1050,0,999721,Nos,GST18,inclusive,0,service,PREMIUM HAIR COLOURING-AMMONIA FREE(MEN),,,,,,,
M1015,Fashion Colour,MEN,1,0,1100,1200,0,999721,Nos,GST18,inclusive,0,service,FASHION STREAKS(MEN),,,,,,,
M1016,Streaks-per Streaks,MEN,1,0,250,300,0,999721,Nos,GST18,inclusive,0,service,FASHION STREAKS(MEN),,,,,,,
M1017,Advance Streaks-per streaks,MEN,1,0,300,350,0,999721,Nos,GST18,inclusive,0,service,FASHION STREAKS(MEN),,,,,,,
M1018,Global  Streaks,MEN,1,0,2000,2200,0,999721,Nos,GST18,inclusive,0,service,FASHION STREAKS(MEN),,,,,,,
M1019,Premium Straightening ,MEN,1,0,4340,5330,0,999721,Nos,GST18,inclusive,0,service,,,,,,,,
M1020,Premium  Smoothening,MEN,1,0,5340,6330,0,999721,Nos,GST18,inclusive,0,service,HAIR RESTRUCTURING(MEN),,,,,,,
M1021,Menthol Chiller,MEN,1,0,330,375,0,999721,Nos,GST18,inclusive,0,service,HEAD MASSAGE(MEN),,,,,,,
M1022,Coconut Nourisher,MEN,1,0,330,375,0,999721,Nos,GST18,inclusive,0,service,HEAD MASSAGE(MEN),,,,,,,
M1023,Almond Indulgence,MEN,1,0,400,450,0,999721,Nos,GST18,inclusive,0,service,HEAD MASSAGE(MEN),,,,,,,
M1024,Olive Bliss,MEN,1,0,400,450,0,999721,Nos,GST18,inclusive,0,service,HEAD MASSAGE(MEN),,,,,,,
M1025,Hair SPA,MEN,1,0,795,955,0,999721,Nos,GST18,inclusive,0,service,HAIR SPAs(MEN),,,,,,,
M1026,Deep Conditioning Oil SPA,MEN,1,0,955,1155,0,999721,Nos,GST18,inclusive,0,service,HAIR SPAs(MEN),,,,,,,
M1027,Anti-Hairfall Treatment,MEN,1,0,1100,1300,0,999721,Nos,GST18,inclusive,0,service,SCALP TREATMENT(MEN),,,,,,,
M1028,Anti-Dandruff Treatment,MEN,1,0,1100,1300,0,999721,Nos,GST18,inclusive,0,service,SCALP TREATMENT(MEN),,,,,,,
M1029,Nutritive plus treatment-Normal to Dull Hair,MEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,HAIR TREATMENTS(MEN),,,,,,,
M1030,Peptide Nourishing treatment-Dry to damaged Hair,MEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,HAIR TREATMENTS(MEN),,,,,,,
M1031,Intense smoothening treatment,MEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,HAIR TREATMENTS(MEN),,,,,,,
M1032,Colour Radiance Treatment,MEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,HAIR TREATMENTS(MEN),,,,,,,
M1033,Anti-Breakage strengthening Treatment,MEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,HAIR TREATMENTS(MEN),,,,,,,
M1034,Nutritive plus treatment-Normal to Dull Hair,MEN,1,0,1650,1980,0,999721,Nos,GST18,inclusive,0,service,HAIR & SCALP TREATMENTS(MEN),,,,,,,
M1035,Peptide Nourishing treatment-Dry to damaged Hair,MEN,1,0,1650,1980,0,999721,Nos,GST18,inclusive,0,service,HAIR & SCALP TREATMENTS(MEN),,,,,,,
M1036,Intense smoothening treatment,MEN,1,0,1650,1980,0,999721,Nos,GST18,inclusive,0,service,HAIR & SCALP TREATMENTS(MEN),,,,,,,
M1037,Colour Radiance Treatment,MEN,1,0,1650,1980,0,999721,Nos,GST18,inclusive,0,service,HAIR & SCALP TREATMENTS(MEN),,,,,,,
M1038,Anti-Breakage strengthening Treatment,MEN,1,0,1650,1980,0,999721,Nos,GST18,inclusive,0,service,HAIR & SCALP TREATMENTS(MEN),,,,,,,
M1039,Herbal Face Clean up,MEN,1,0,575,645,0,999721,Nos,GST18,inclusive,0,service,SKIN CARE(MEN),,,,,,,
M1040,Acne Face Clean-Up,MEN,1,0,690,760,0,999721,Nos,GST18,inclusive,0,service,SKIN CARE(MEN),,,,,,,
M1041,Skin Lightning Face clean up,MEN,1,0,690,760,0,999721,Nos,GST18,inclusive,0,service,SKIN CARE(MEN),,,,,,,
M1042,Fruit Secret Facial,MEN,1,0,865,960,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR DEHYDRATION(MEN),,,,,,,
M1043,Gold Facial,MEN,1,0,1400,1540,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR DEHYDRATION(MEN),,,,,,,
M1044,Insta whitening Facial,MEN,1,0,3500,4050,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR DEHYDRATION(MEN),,,,,,,
M1045,Oxygen facial-without eye treament,MEN,1,0,3600,4150,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR DEHYDRATION(MEN),,,,,,,
M1046,Oxygen facial-with eye treament,MEN,1,0,3900,4485,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR DEHYDRATION(MEN),,,,,,,
M1047,Herbal secrets facial,MEN,1,0,955,1060,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR FINE LINES/WRINKLES(MEN),,,,,,,
M1048,Four layers Anti-Agening Facial,MEN,1,0,2600,2800,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR FINE LINES/WRINKLES(MEN),,,,,,,
M1049,24 karat gold facial,MEN,1,0,2575,3080,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR FINE LINES/WRINKLES(MEN),,,,,,,
M1050,24 karat gold - Utime facial (double mask),MEN,1,0,3560,4220,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR FINE LINES/WRINKLES(MEN),,,,,,,
M1051,Aroma skin Lightening Facial,MEN,1,0,1300,1500,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR LIGHTENING(MEN),,,,,,,
M1052,Fair bloom Facial,MEN,1,0,1850,2100,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR LIGHTENING(MEN),,,,,,,
M1053,Skin Lightening Advance Facial,MEN,1,0,2800,3100,0,999721,Nos,GST18,inclusive,0,service,FACIAL FOR LIGHTENING(MEN),,,,,,,
M1054,Skin Brightening Facial,MEN,1,0,2100,2550,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR PIGMENTATION & DARK SPOTS(MEN),,,,,,,
M1055,Platinum Glow  Facial,MEN,1,0,2200,2700,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR PIGMENTATION & DARK SPOTS(MEN),,,,,,,
M1056,Burberry Facial,MEN,1,0,2400,2900,0,999721,Nos,GST18,inclusive,0,service,FACIALS FOR PIGMENTATION & DARK SPOTS(MEN),,,,,,,
M1057,Face &Neck,MEN,1,0,500,550,0,999721,Nos,GST18,inclusive,0,service,DETAN(MEN),,,,,,,
M1058,Half arms,MEN,1,0,500,550,0,999721,Nos,GST18,inclusive,0,service,DETAN(MEN),,,,,,,
M1059,Full arms,MEN,1,0,800,895,0,999721,Nos,GST18,inclusive,0,service,DETAN(MEN),,,,,,,
M1060,Half Legs,MEN,1,0,550,625,0,999721,Nos,GST18,inclusive,0,service,DETAN(MEN),,,,,,,
M1061,Full legs,MEN,1,0,950,1050,0,999721,Nos,GST18,inclusive,0,service,DETAN(MEN),,,,,,,
M1062,Full Body,MEN,1,0,3300,3700,0,999721,Nos,GST18,inclusive,0,service,DETAN(MEN),,,,,,,
M1063,Face,MEN,1,0,190,220,0,999721,Nos,GST18,inclusive,0,service,CREAM BLEACH(MEN),,,,,,,
M1064,Neck,MEN,1,0,190,220,0,999721,Nos,GST18,inclusive,0,service,CREAM BLEACH(MEN),,,,,,,
M1065,Feet ,MEN,1,0,290,330,0,999721,Nos,GST18,inclusive,0,service,CREAM BLEACH(MEN),,,,,,,
M1066,Body Polish,MEN,1,0,3600,4000,0,999721,Nos,GST18,inclusive,0,service,BODY TREATMENT(MEN),,,,,,,
M1067,Body Wrap,MEN,1,0,1620,1800,0,999721,Nos,GST18,inclusive,0,service,BODY TREATMENT(MEN),,,,,,,
M1068,Full Arms Polish,MEN,1,0,900,1055,0,999721,Nos,GST18,inclusive,0,service,BODY TREATMENT(MEN),,,,,,,
M1069,Full Back Polish,MEN,1,0,950,1100,0,999721,Nos,GST18,inclusive,0,service,BODY TREATMENT(MEN),,,,,,,
M1070,Back & Neck ,MEN,1,0,590,655,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(MEN),,,,,,,
M1071,Full Hand ,MEN,1,0,365,405,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(MEN),,,,,,,
M1072,Half Legs,MEN,1,0,550,605,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(MEN),,,,,,,
M1073,Feet ,MEN,1,0,300,350,0,999721,Nos,GST18,inclusive,0,service,REFLEXOLOGY(MEN),,,,,,,
M1074,"Cut ,File ",MEN,1,0,150,180,0,999722,Nos,GST18,inclusive,0,service,PEDICURES(MEN),,,,,,,
M1075,Regular pedicure ,MEN,1,0,490,575,0,999722,Nos,GST18,inclusive,0,service,PEDICURES(MEN),,,,,,,
M1076,Paraffin pedicure,MEN,1,0,600,715,0,999722,Nos,GST18,inclusive,0,service,PEDICURES(MEN),,,,,,,
M1077,Chocolate Foot SPA,MEN,1,0,775,915,0,999722,Nos,GST18,inclusive,0,service,SPA PEDICURES(MEN),,,,,,,
M1078,Crystal Crush Pedicure(Rose/Aloevera/Strawberry),MEN,1,0,830,975,0,999722,Nos,GST18,inclusive,0,service,SPA PEDICURES(MEN),,,,,,,
M1079,Ice cream signature Pedicure ,MEN,1,0,950,1145,0,999722,Nos,GST18,inclusive,0,service,PREMIUM PEDICURE (MEN),,,,,,,
M1080,Heel-Peel Treatment,MEN,1,0,2550,2995,0,999721,Nos,GST18,inclusive,0,service,TREATMENT(MEN),,,,,,,
M1081,Regular Manicure,MEN,1,0,360,400,0,999722,Nos,GST18,inclusive,0,service,MANICURES(MEN),,,,,,,
M1082,Paraffin Manicure,MEN,1,0,430,470,0,999722,Nos,GST18,inclusive,0,service,MANICURES(MEN),,,,,,,
M1083,Crystal Crush Manicure (Rose/Aloevera /Strawberry),MEN,1,0,800,950,0,999722,Nos,GST18,inclusive,0,service,SPA MANICURES(MEN),,,,,,,
M1084,Ice Cream Signature Manicure,MEN,1,0,900,1045,0,999722,Nos,GST18,inclusive,0,service,PREMIUM MANICURE(MEN),,,,,,,